interview__key,sdd_hhid,sdd_indid,hh_b01,hh_b02,hh_b03_1,hh_b03_2,hh_b04,hh_b05,hh_b06,hh_b07,hh_b08,hh_b09_1,hh_b0a,hh_b0b,hh_b10,hh_b11,hh_b12_1,hh_b12_2,hh_b13,hh_b14,hh_b15_1,hh_b15_2,hh_b16,hh_b17,hh_b18,hh_b19,hh_b20,hh_b21_1,hh_b21_2,hh_b21_3,hh_b21_4,hh_b22,hh_b23_1,hh_b23_2,hh_b23_3,hh_b23_4,hh_b24,hh_b25,hh_b26,hh_b27_2,hh_b27_3,hh_b28,hh_b29_2,hh_b29_3,y4_hhid
11-84-02-64,0089-002-002,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,35,HEAD,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,LIVING TOGETHER,,,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0089-002
11-84-02-64,0089-002-002,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,25,SPOUSE,2,YES,31,YES,YES,,0,UNPAID FAMILY WORK,DEAD,,14,COMPLETED PRIMARY,DEAD,,4,COMPLETED PRIMARY,YES,LIVING TOGETHER,,,,,,YES,1,,,,NO,,1,TANGA,MUHEZA,OTHER FAMILY REASONS,TANGA,MUHEZA,0089-002
11-84-02-64,0089-002-002,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0089-002
13-79-88-08,0090-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,59,HEAD,1,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,49,SOME PRIMARY,DEAD,,11,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0090-001
13-79-88-08,0090-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,58,SPOUSE,2,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,49,NO SCHOOL,DEAD,,49,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0090-001
13-79-88-08,0090-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,32,SON/DAUGHTER,3,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0090-001
13-79-88-08,0090-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,25,SON/DAUGHTER,4,YES,30,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0090-001
43-96-03-62,0090-001-005,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,35,HEAD,NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,33,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,7,TANGA,MUHEZA,BETTER SERVICES/HOUSING,TANGA,MUHEZA,0090-001
43-96-03-62,0090-001-005,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,20,SPOUSE,5,YES,30,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,LIVING OUT OF THE HOUSEHOLD,,,DON'T KNOW,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,1,TANGA,MUHEZA,MARRIAGE,TANGA,MUHEZA,0090-001
43-96-03-62,0090-001-005,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0090-001
42-78-55-98,0091-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,41,HEAD,1,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,10,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,LIVING TOGETHER,,,,,,YES,2,,,,NO,,2,KAGERA,MULEBA,WORK RELATED,TANGA,MUHEZA,0091-001
42-78-55-98,0091-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,32,SPOUSE,2,NO,30,YES,NO,1,1,STUDENT,DEAD,,16,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,LIVING TOGETHER,,,,,,YES,1,,,,NO,,2,TANGA,MUHEZA,MARRIAGE,TANGA,MUHEZA,0091-001
01-67-04-36,0092-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,39,HEAD,1,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,17,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,16,TANGA,MUHEZA,WORK RELATED,TANGA,MUHEZA,0092-001
01-67-04-36,0092-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,36,SPOUSE,2,YES,30,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,16,TANGA,MUHEZA,MARRIAGE,TANGA,MUHEZA,0092-001
01-67-04-36,0092-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,15,SON/DAUGHTER,3,YES,30,YES,YES,,0,NO JOB,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0092-001
01-67-04-36,0092-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,9,SON/DAUGHTER,4,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0092-001
01-67-04-36,0092-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0092-001
18-41-40-51,0093-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,62,HEAD,1,NO,14,YES,NO,2,4,EMPLOYED (NOT AG): WITH EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,DEAD,,28,NO SCHOOL,YES,LIVING TOGETHER,,,,,,YES,2,,,,NO,,27,DAR ES SALAAM,KINONDONI,BETTER SERVICES/HOUSING,TANGA,MUHEZA,0093-001
18-41-40-51,0093-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,51,SPOUSE,2,YES,30,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,DEAD,,20,NO SCHOOL,DEAD,,24,NO SCHOOL,YES,LIVING TOGETHER,,,,,,YES,1,,,,NO,,17,DAR ES SALAAM,KINONDONI,BETTER SERVICES/HOUSING,DAR ES SALAAM,KINONDONI,0093-001
18-41-40-51,0093-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,SON/DAUGHTER,3,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0093-001
18-41-40-51,0093-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,12,SON/DAUGHTER,4,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0093-001
18-41-40-51,0093-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,26,OTHER RELATIVE (SPECIFY),6,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,6,NO SCHOOL,DEAD,,2,NO SCHOOL,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0093-001
70-24-33-41,0096-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,55,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,DEAD,,9,DON'T KNOW,YES,MONOGAMOUS MARRIED,PREVIOUSLY DIVORCED,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0096-001
70-24-33-41,0096-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,32,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,28,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,7,TANGA,KILINDI,MARRIAGE,TANGA,KILINDI,0096-001
70-24-33-41,0096-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,16,SON/DAUGHTER,3,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0096-001
70-24-33-41,0096-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,SON/DAUGHTER,4,YES,31,YES,YES,,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0096-001
70-24-33-41,0096-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,5,YES,31,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0096-001
70-24-33-41,0096-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0096-001
42-11-56-10,0096-002-002,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,80,HEAD,2,YES,31,YES,YES,,0,UNPAID FAMILY WORK,DEAD,,35,NO SCHOOL,DEAD,,50,NO SCHOOL,YES,WIDOW(ER),,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0096-002
42-11-56-10,0096-002-002,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,46,SON/DAUGHTER,3,YES,31,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,DIVORCED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0096-002
42-11-56-10,0096-002-002,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,20,GRANDCHILD,4,YES,31,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0096-002
42-11-56-10,0096-002-002,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,GRANDCHILD,5,YES,31,YES,NO,3,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0096-002
42-11-56-10,0096-002-002,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,OTHER RELATIVE (SPECIFY),NOT PREVIOUSLY PRESENT,YES,31,YES,NO,4,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0096-002
88-19-63-23,0097-001-001,1,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,81,FATHER/MOTHER,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,71,NO SCHOOL,DEAD,,6,NO SCHOOL,YES,WIDOW(ER),,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0097-001
88-19-63-23,0097-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,67,HEAD,5,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,42,NO SCHOOL,MOTHER IS A MEMBER OF HOUSEHOLD,1,,,YES,SEPARATED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0097-001
93-47-38-83,0097-001-003,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,40,HEAD,3,YES,30,YES,NO,5,0,AGRICULTURE/LIVESTOCK,DEAD,,20,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,4,TANGA,HANDENI,BETTER SERVICES/HOUSING,TANGA,HANDENI,0097-001
93-47-38-83,0097-001-003,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,40,SPOUSE,7,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,26,COMPLETED PRIMARY,DEAD,,30,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,4,TANGA,HANDENI,OTHER FAMILY REASONS,TANGA,HANDENI,0097-001
93-47-38-83,0097-001-003,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,NO,30,YES,NO,2,0,UNPAID FAMILY WORK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0097-001
93-47-38-83,0097-001-003,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,15,GRANDCHILD,4,YES,30,YES,NO,2,0,DISABLED,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0097-001
93-47-38-83,0097-001-003,7,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0097-001
93-47-38-83,0097-001-003,8,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0097-001
93-47-38-83,0097-001-003,9,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0097-001
93-47-38-83,0097-001-003,10,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,8,YES,30,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0097-001
76-46-87-39,0098-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,34,HEAD,1,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,0,LINDI,RUANGWA,BETTER SERVICES/HOUSING,TANGA,HANDENI,0098-001
76-46-87-39,0098-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,27,SPOUSE,2,YES,30,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,DEAD,,22,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,0,LINDI,RUANGWA,BETTER SERVICES/HOUSING,DAR ES SALAAM,TEMEKE,0098-001
76-46-87-39,0098-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,3,YES,30,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0098-001
89-69-28-73,0099-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,52,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,41,COMPLETED PRIMARY,DEAD,,40,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0099-001
89-69-28-73,0099-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,47,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,DEAD,,0,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0099-001
89-69-28-73,0099-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,15,SON/DAUGHTER,3,YES,31,YES,YES,,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0099-001
89-69-28-73,0099-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,12,SON/DAUGHTER,5,YES,31,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0099-001
89-69-28-73,0099-001-001,7,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,SON/DAUGHTER,7,YES,31,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0099-001
33-12-11-68,0099-001-004,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,24,HEAD,NOT PREVIOUSLY PRESENT,YES,30,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,2,DAR ES SALAAM,ILALA,BETTER SERVICES/HOUSING,MANYARA,KITETO,0099-001
33-12-11-68,0099-001-004,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,23,SPOUSE,4,YES,30,YES,YES,,0,NO JOB,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,1,DAR ES SALAAM,ILALA,MARRIAGE,TANGA,HANDENI,0099-001
33-12-11-68,0099-001-004,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,0,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,30,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0099-001
25-01-61-44,0099-001-006,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,32,HEAD,6,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,18,COMPLETED PRIMARY,DEAD,,10,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0099-001
25-01-61-44,0099-001-006,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,27,SPOUSE,NOT PREVIOUSLY PRESENT,NO,10,YES,NO,1,1,AGRICULTURE/LIVESTOCK,DEAD,,2,NO SCHOOL,DEAD,,4,DON'T KNOW,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,2,TANGA,KILINDI,MARRIAGE,DODOMA,KONGWA,0099-001
25-01-61-44,0099-001-006,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,NO,10,YES,NO,1,1,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0099-001
42-94-75-73,0099-008-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,38,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,28,SOME PRIMARY,DEAD,,15,NO SCHOOL,YES,LIVING TOGETHER,,,,,,YES,2,,,,NO,,10,TANGA,HANDENI,OTHER FAMILY REASONS,TANGA,HANDENI,0099-008
42-94-75-73,0099-008-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,33,SPOUSE,2,YES,31,YES,YES,,0,UNPAID FAMILY WORK,DEAD,,15,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,LIVING TOGETHER,,,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0099-008
42-94-75-73,0099-008-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,10,STEP SON/DAUGHTER,3,YES,31,YES,NO,2,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,DOES NOT KNOW,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0099-008
42-94-75-73,0099-008-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,SON/DAUGHTER,4,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0099-008
42-94-75-73,0099-008-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0099-008
